,Path,Content
4566,/home/devanshb_it_17/Downloads/trainval/8COaMKbNrX0/50013.txt,OUR PRIMATE COUSINS CAN'T DO THAT
4567,/home/devanshb_it_17/Downloads/trainval/goYIHXKvwLk/50001.txt,SO WE HAD TO THINK ABOUT IS THERE A MORE GENERAL WAY IN WHICH WE CAN START TO UNDERSTAND THE WORLD AND MAKE A VISUAL FIELD
4568,/home/devanshb_it_17/Downloads/trainval/QuaIMgzIOn8/50010.txt,IT'S ON RERUN TONIGHT
4569,/home/devanshb_it_17/Downloads/trainval/QuaIMgzIOn8/50009.txt,I TOLD ADAM WE HAVE TO TELL PEOPLE
4570,/home/devanshb_it_17/Downloads/trainval/QuaIMgzIOn8/50002.txt,MY LEG NEVER GREW BACK
4571,/home/devanshb_it_17/Downloads/trainval/QuaIMgzIOn8/50006.txt,ADAM LOOK LOOK
4572,/home/devanshb_it_17/Downloads/trainval/QuaIMgzIOn8/50015.txt,DO YOU KNOW HOW MUCH IT COSTS TO CUT OFF THE REST OF YOUR LEG
4573,/home/devanshb_it_17/Downloads/trainval/QuaIMgzIOn8/50014.txt,THAT'S THERE COMFORT
4574,/home/devanshb_it_17/Downloads/trainval/QuaIMgzIOn8/50012.txt,WHAT DO YOU WANT ON IT
4575,/home/devanshb_it_17/Downloads/trainval/QuaIMgzIOn8/50005.txt,AND I GO THROUGH THIS AND I SAY TO MYSELF OH MY GOSH
4576,/home/devanshb_it_17/Downloads/trainval/QuaIMgzIOn8/50003.txt,TAKE THE TEMPERATURE OF THE ROOM
4577,/home/devanshb_it_17/Downloads/trainval/QuaIMgzIOn8/50011.txt,I'M BRINGING PIZZA
4578,/home/devanshb_it_17/Downloads/trainval/QuaIMgzIOn8/50001.txt,AND IT ALL COMES FLOODING BACK TO ME
4579,/home/devanshb_it_17/Downloads/trainval/QuaIMgzIOn8/50008.txt,I WANTED TO GET TO THAT POINT
4580,/home/devanshb_it_17/Downloads/trainval/QuaIMgzIOn8/50007.txt,LOOK AT THIS BROCHURE
4581,/home/devanshb_it_17/Downloads/trainval/QuaIMgzIOn8/50016.txt,WE WON'T BE AND THAT'S OK
4582,/home/devanshb_it_17/Downloads/trainval/QuaIMgzIOn8/50004.txt,I'M NOT AN AMPUTEE
4583,/home/devanshb_it_17/Downloads/trainval/QuaIMgzIOn8/50013.txt,CHEESE CHEESE AND MORE CHEESE PLEASE
4584,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50010.txt,WE'D FUND THEM TRAIN THEM SEND THEM LAPTOPS
4585,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50022.txt,BUT IT'S NOT ENOUGH FOR THE WORLD THAT WE WANT TO CREATE
4586,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50009.txt,WE'D ASK THEM TO PARTNER WITH SCHOOLS AND NON PROFITS IN AFRICA
4587,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50002.txt,MY STORY BEGINS ABOUT THREE YEARS AGO IN THE SUMMER OF 2008
4588,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50006.txt,WE GOT A PRETTY AMAZING ANSWER
4589,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50015.txt,BUT IT'S SO IMPORTANT TO TAKE THAT STEP
4590,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50014.txt,I DIDN'T KNOW WHAT WOULD HAPPEN FROM MY INVOLVEMENT
4591,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50012.txt,BUT I TOOK THE PLUNGE
4592,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50005.txt,HOW CAN WE HELP
4593,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50003.txt,BUT I WAS STILL INTERESTED
4594,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50023.txt,YOU HAVE TIME
4595,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50019.txt,IT DEMANDS ACTION
4596,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50024.txt,YOU HAVE TALENT
4597,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50020.txt,I WANTED TO GET INVOLVED TO PRODUCE
4598,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50018.txt,BUT I TRIED SOMETHING WHEN I GOT INVOLVED WITH OLPC
4599,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50011.txt,OLPC BELIEVES THESE THINGS TOO
4600,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50001.txt,I WAS WORRIED THAT I WOULD BE STEPPING ON SOMEONE'S TOES IF I GOT INVOLVED
4601,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50021.txt,SHARING IDEAS IS WONDERFUL AND INCREDIBLY IMPORTANT
4602,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50007.txt,OLPC ASKED ME AND MY FRIEND PAUL TO RUN A NEW PROGRAM FOR THEM CALLED OLPC CORPS
4603,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50016.txt,BECAUSE WITHOUT IT I WOULDN'T HAVE KNOWN ABOUT THIS PASSION I HAVE FOR THE PROJECT
4604,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50025.txt,I DIDN'T KNOW MUCH ABOUT OLPC BEFORE MY FRIENDS GOT INVOLVED
4605,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50004.txt,HOW CAN I HELP
4606,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50013.txt,WHEN I FIRST GOT INVOLVED IT WAS A SMALL STEP
4607,/home/devanshb_it_17/Downloads/trainval/I9cmQFj13rc/50017.txt,IT'S VERY NATURAL FOR ME TO THINK ABOUT HOW MY ACTIONS BENEFIT ME
4608,/home/devanshb_it_17/Downloads/trainval/YwSGTipx3As/50002.txt,AND ALL THESE DISTRACTIONS MAKE IT VERY DIFFICULT TO CAPTURE WHAT IS REALLY IN FRONT OF US
4609,/home/devanshb_it_17/Downloads/trainval/YwSGTipx3As/50006.txt,AT LEAST IF WE DON'T RECOVER THE SENSE OF WONDER WE WON'T BE ABLE TO TELL THE DIFFERENCE
4610,/home/devanshb_it_17/Downloads/trainval/YwSGTipx3As/50005.txt,AND NUMBER THREE
4611,/home/devanshb_it_17/Downloads/trainval/YwSGTipx3As/50003.txt,ISN'T THAT TOO MUCH
4612,/home/devanshb_it_17/Downloads/trainval/YwSGTipx3As/50001.txt,THERE ARE MANY THINGS OUT THERE THAT CAN BE AWESOME
4613,/home/devanshb_it_17/Downloads/trainval/YwSGTipx3As/50004.txt,WE CHECK OUR SMARTPHONE 1500 TIMES PER WEEK
4614,/home/devanshb_it_17/Downloads/trainval/dsOSb0SrS5Y/50002.txt,CAN YOU TAKE A SWIM IN THE RIVER WITHOUT HEALTH RISKS
4615,/home/devanshb_it_17/Downloads/trainval/dsOSb0SrS5Y/50005.txt,AND IN ONLY FIVE YEARS 1900 COMPANIES HAVE JOINED FROM MORE THAN 40 COUNTRIES
4616,/home/devanshb_it_17/Downloads/trainval/dsOSb0SrS5Y/50003.txt,WHY AM I SO SURE ABOUT THAT
4617,/home/devanshb_it_17/Downloads/trainval/dsOSb0SrS5Y/50001.txt,CAN YOU TRUST YOUR NEIGHBORS OR THE NEXT PERSON THAT COMES ALONG
4618,/home/devanshb_it_17/Downloads/trainval/dsOSb0SrS5Y/50004.txt,PLEASE SHOW US YOUR PAIN AND RESISTANCE AGAINST A FACTOR 10
4619,/home/devanshb_it_17/Downloads/trainval/jUHE4SE3Mcg/50002.txt,I'M FROM PITTSBURGH PENNSYLVANIA
4620,/home/devanshb_it_17/Downloads/trainval/jUHE4SE3Mcg/50001.txt,I WAS BORN AND RAISED IN PHILADELPHIA P
4621,/home/devanshb_it_17/Downloads/trainval/UxYtVyTowQs/50002.txt,SO PRETTY MUCH ALL OF US
4622,/home/devanshb_it_17/Downloads/trainval/UxYtVyTowQs/50001.txt,THIS IS DUE TO THE LACK OF CEREBRAL LATERALIZATION IN THE BRAIN WHICH IS FOR ANOTHER WORDS LANGUAGE
4623,/home/devanshb_it_17/Downloads/trainval/V1K3GvSKyJQ/50010.txt,IT'S ALL I CAN DO TO UNZIP ONE
4624,/home/devanshb_it_17/Downloads/trainval/V1K3GvSKyJQ/50009.txt,BEN CAME UP AFTER WE GOT THINGS GOING
4625,/home/devanshb_it_17/Downloads/trainval/V1K3GvSKyJQ/50002.txt,SO THEY HAD SEEN A LOT OF UPS AND DOWNS AND IT'S TOUGH ENOUGH TO BE A FARMER
4626,/home/devanshb_it_17/Downloads/trainval/V1K3GvSKyJQ/50006.txt,WHY IS THAT
4627,/home/devanshb_it_17/Downloads/trainval/V1K3GvSKyJQ/50005.txt,IT'S NOT GOING TO BE THE STATE OR THE FEDERAL GOVERNMENT THAT COMES TO THE RESCUE
4628,/home/devanshb_it_17/Downloads/trainval/V1K3GvSKyJQ/50003.txt,256 FAMILIES SIGNED OUR POOLING EASEMENT AGREEMENT
4629,/home/devanshb_it_17/Downloads/trainval/V1K3GvSKyJQ/50001.txt,HAS ANYONE HERE SEEN THOSE
4630,/home/devanshb_it_17/Downloads/trainval/V1K3GvSKyJQ/50008.txt,AND RATHER THAN SPEND A LOT MORE TIME TALKING ABOUT IT I'M GOING TO QUEUE UP A LITTLE VIDEO
4631,/home/devanshb_it_17/Downloads/trainval/V1K3GvSKyJQ/50007.txt,AND I BELIEVE THAT WIND POWER IS ONE WAY TO DO THAT
4632,/home/devanshb_it_17/Downloads/trainval/V1K3GvSKyJQ/50004.txt,WE TRIED TO USE BEST PRACTICES AND BELIEVE ME THE PEOPLE THERE WHEN WE SET OUT
4633,/home/devanshb_it_17/Downloads/trainval/y6FT80ZoVJY/50010.txt,THE OTHER TITLE THAT WE LAUNCHED IS CALLED SECRET PATHS IN THE FOREST WHICH ADDRESSES THE MORE FANTASY ORIENTED INNER LIVES OF
4634,/home/devanshb_it_17/Downloads/trainval/y6FT80ZoVJY/50009.txt,TO EXERCISE THE LOVE OF SOCIAL COMPLEXITY AND THE NARRATIVE INTELLIGENCE THAT DRIVES MOST OF THEIR
4635,/home/devanshb_it_17/Downloads/trainval/y6FT80ZoVJY/50002.txt,SO DAVID AND I DECIDED TO GO FIND OUT THROUGH THE BEST RESEARCH WE COULD MUSTER WHAT IT WOULD
4636,/home/devanshb_it_17/Downloads/trainval/y6FT80ZoVJY/50006.txt,THANK YOU FRANS DE WAAL WHEREVER YOU ARE I LOVE YOU AND I'D GIVE ANYTHING TO MEET YOU
4637,/home/devanshb_it_17/Downloads/trainval/y6FT80ZoVJY/50003.txt,WE SPENT TWO AND A HALF YEARS CONDUCTING RESEARCH WE SPENT ANOTHER YEAR AND A HALF IN ADVANCE DEVELOPMENT
4638,/home/devanshb_it_17/Downloads/trainval/y6FT80ZoVJY/50001.txt,AND INTERVAL RESEARCH IS KIND OF THE LIVING EXAMPLE OF HOW THAT CAN BE TRUE
4639,/home/devanshb_it_17/Downloads/trainval/y6FT80ZoVJY/50008.txt,WHO ARE MY FRIENDS
4640,/home/devanshb_it_17/Downloads/trainval/y6FT80ZoVJY/50007.txt,AFTER WE HAD DONE THAT WITH A PRETTY LARGE TEAM OF PEOPLE AND DISCOVERED WHAT WE THOUGHT THE SALIENT ISSUES WERE
4641,/home/devanshb_it_17/Downloads/trainval/y6FT80ZoVJY/50004.txt,IN THE RESEARCH PHASE OF THE PROJECT AT INTERVAL WE PARTNERED WITH A COMPANY CALLED
4642,/home/devanshb_it_17/Downloads/trainval/cnQFvrWDYsU/50002.txt,AND WITH THE HELP OF SKYPE THAT IS WHAT WE ARE GOING TO ATTEMPT TODAY
4643,/home/devanshb_it_17/Downloads/trainval/cnQFvrWDYsU/50001.txt,COULD WE HAVE PEOPLE SINGING TOGETHER IN REAL TIME
4644,/home/devanshb_it_17/Downloads/trainval/gjCwsdCssdk/50010.txt,WE CAN ONLY THEORIZE ABOUT THIS
4645,/home/devanshb_it_17/Downloads/trainval/gjCwsdCssdk/50009.txt,NO ONE REALLY KNOWS
4646,/home/devanshb_it_17/Downloads/trainval/gjCwsdCssdk/50002.txt,SO FOLLOWING THE SAME PATTERN IF WE WERE TO INTEGRATE A 3D OBJECT WE WOULD GET A FOURTH
4647,/home/devanshb_it_17/Downloads/trainval/gjCwsdCssdk/50006.txt,BUT BEFORE GOING TO 5D LET'S GO BACK TO A BIT OF CALCULUS
4648,/home/devanshb_it_17/Downloads/trainval/gjCwsdCssdk/50014.txt,HOW DO YOU DO THIS
4649,/home/devanshb_it_17/Downloads/trainval/gjCwsdCssdk/50012.txt,WHAT WOULD HE HAVE TO DO
4650,/home/devanshb_it_17/Downloads/trainval/gjCwsdCssdk/50005.txt,AND PUT THEM INTO ONE SPECIFIC REEL
4651,/home/devanshb_it_17/Downloads/trainval/gjCwsdCssdk/50003.txt,WE COMMONLY UNDERSTAND DIMENSIONS AS A THING OF THE SCIENCE FICTION
4652,/home/devanshb_it_17/Downloads/trainval/gjCwsdCssdk/50011.txt,THE STICKMAN FIGURE
4653,/home/devanshb_it_17/Downloads/trainval/gjCwsdCssdk/50001.txt,AND IF WE WERE TO INTEGRATE A 2D AREA ON A 2D GRAPH WE WOULD USUALLY GET THE 3D VOLUME UNDER IT
4654,/home/devanshb_it_17/Downloads/trainval/gjCwsdCssdk/50008.txt,HOWEVER HOW MANY OF US ACTUALLY KNOW WHAT SUCH A THING MEANS
4655,/home/devanshb_it_17/Downloads/trainval/gjCwsdCssdk/50007.txt,IF WE WERE TO INTEGRATE A 3D OBJECT WHAT DO WE GET
4656,/home/devanshb_it_17/Downloads/trainval/gjCwsdCssdk/50004.txt,AND WHEN WE'RE ASKED WHAT THE FOURTH DIMENSION COULD BE WE'RE USUALLY MET WITH THE ANSWER OF IT IS TIME
4657,/home/devanshb_it_17/Downloads/trainval/gjCwsdCssdk/50013.txt,AND LET'S SAY HE DOES PUSH OUT OF THE PAPER
4658,/home/devanshb_it_17/Downloads/trainval/t9EuJ9QlikY/50002.txt,THE SECOND IS THE SIZE
4659,/home/devanshb_it_17/Downloads/trainval/t9EuJ9QlikY/50005.txt,PEOPLE GENERALLY DON'T LIKE A YELLOW PLUM
4660,/home/devanshb_it_17/Downloads/trainval/t9EuJ9QlikY/50003.txt,IS IT A SINGLE SERVING SIZE
4661,/home/devanshb_it_17/Downloads/trainval/t9EuJ9QlikY/50001.txt,UP UNTIL THAT POINT I GREW UP ON A FARM BUT I HADN'T REALLY THOUGHT ABOUT
4662,/home/devanshb_it_17/Downloads/trainval/t9EuJ9QlikY/50004.txt,THAT IS THE COLOR
4663,/home/devanshb_it_17/Downloads/trainval/rN7VcY1fS1Q/50002.txt,WE KNOW IT'S A LOT BUT WE DO NOT YET KNOW THE ANSWERS TO HOW MUCH AND BY WHAT PROCESSES CARBON
4664,/home/devanshb_it_17/Downloads/trainval/rN7VcY1fS1Q/50003.txt,OR PERHAPS AL GORE AND NATURALLY 7 COULD MAKE A SONG ABOUT CLIMATE CHANGE THAT WOULD REALLY
4665,/home/devanshb_it_17/Downloads/trainval/rN7VcY1fS1Q/50001.txt,WHAT WE FOUND HOWEVER WAS THAT THEY TOOK AN EXTREMELY LONG TIME OVER 20 YEARS TO REGENERATE
4666,/home/devanshb_it_17/Downloads/trainval/rN7VcY1fS1Q/50004.txt,TO GO OUT TO TREES TO GO OUT TO FORESTS TO GO OUT TO NATURE TO MAKE NEW DISCOVERIES
4667,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50010.txt,I COULD BARELY BREATHE
4668,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50022.txt,I'VE SEEN THE WAY YOU'VE BEEN TRAINING
4669,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50009.txt,SO WE STOPPED THE SHIP AS YOU DO
4670,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50002.txt,THERE WAS SOMETHING ABOUT THAT PLACE WHICH DREW ME TO IT
4671,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50006.txt,AND I HAD TO VISUALIZE THE SWIM
4672,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50015.txt,A NUMBER OF YEARS AGO HE TRIED TO SKI ALL THE WAY TO THE NORTH POLE
4673,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50014.txt,AND THIS DREAM WHICH I HAD HAD EVER SINCE I WAS A YOUNG BOY WITH MY FATHER WAS JUST GOING OUT THE
4674,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50012.txt,I WAS HYPERVENTILATING SO MUCH AND WITHIN SECONDS MY HANDS WERE NUMB
4675,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50005.txt,BUT THE MOST IMPORTANT THING WAS TO TRAIN MY MIND TO PREPARE MYSELF FOR WHAT WAS GOING TO HAPPEN
4676,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50003.txt,AND PERHAPS THE BEST PLACE TO START IS WITH MY LATE FATHER
4677,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50023.txt,AND I REALIZE THE REASON WHY YOU'RE GOING TO DO THIS
4678,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50019.txt,I HAD NEVER SEEN BLACK WATER BEFORE
4679,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50024.txt,BUT WAS IT WORTH IT
4680,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50020.txt,WE CARRIED ON SAILING THROUGH THE ICE PACKS TOWARDS THE NORTH POLE
4681,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50018.txt,AT THE VERY BEST I'M GOING TO END UP LOSING SOME FINGERS
4682,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50011.txt,I WAS GASPING FOR AIR
4683,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50001.txt,HE ALSO TOLD ME ABOUT THE GREAT EXPLORERS
4684,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50008.txt,AND SO I LITERALLY SWAM ACROSS THE NORTH POLE HUNDREDS AND HUNDREDS OF TIMES IN MY MIND
4685,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50021.txt,I SO BELIEVE IN YOU LEWIS
4686,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50007.txt,I HAD TO TASTE THE SALT WATER IN MY MOUTH
4687,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50016.txt,WE ARE GOING TO ACTUALLY HAVE TO TAKE THEM OFF
4688,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50025.txt,WE'VE COME A LONG WAY
4689,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50004.txt,AND THE WATER AT THE NORTH POLE IS MINUS 1
4690,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50013.txt,AND SO WHAT HAD ACTUALLY HAPPENED IS THAT THE CELLS IN MY FINGERS HAD FROZEN AND EXPANDED
4691,/home/devanshb_it_17/Downloads/trainval/HALd9FY5SVQ/50017.txt,THIS IS SUCH AN IMPORTANT SWIM
4692,/home/devanshb_it_17/Downloads/trainval/IHBGLHgIWJM/50002.txt,THEY MADE IT FRESH
4693,/home/devanshb_it_17/Downloads/trainval/IHBGLHgIWJM/50006.txt,AND SO IT'S RELIABLE REAL DATA THAT'S RIGHT IN MY FACE WHERE I AM SO I CAN FINISH THE
4694,/home/devanshb_it_17/Downloads/trainval/IHBGLHgIWJM/50005.txt,AND WESTERN EUROPE IS EIGHT PERCENT
4695,/home/devanshb_it_17/Downloads/trainval/IHBGLHgIWJM/50003.txt,THEY MADE IT ASPIRATIONAL
4696,/home/devanshb_it_17/Downloads/trainval/IHBGLHgIWJM/50001.txt,IT ALLOWS US TO ENGAGE IN REALLY NEW AND INTERESTING WAYS
4697,/home/devanshb_it_17/Downloads/trainval/IHBGLHgIWJM/50004.txt,BECAUSE WE GIVE THEM SO MUCH INFORMATION AND THEY ARE ENTITLED TO REALLY SEE HOW
4698,/home/devanshb_it_17/Downloads/trainval/GFXHYtY9ag8/50002.txt,AND THAT HAS REALLY SPREAD THROUGH THE INTERNET LIKE WILDFIRE
4699,/home/devanshb_it_17/Downloads/trainval/GFXHYtY9ag8/50006.txt,AND THE TRUTH IS THAT THE WORLD IS A LOT BIGGER THAN THAT
4700,/home/devanshb_it_17/Downloads/trainval/GFXHYtY9ag8/50005.txt,THIS IS A COLLAGE THAT SOMEBODY MADE ON FLICKR AND THESE WERE ALL JUST PICTURES THAT MADE HER REALLY HAPPY THAT WEEK
4701,/home/devanshb_it_17/Downloads/trainval/GFXHYtY9ag8/50003.txt,THEY MAKE THEIR OWN LISTS
4702,/home/devanshb_it_17/Downloads/trainval/GFXHYtY9ag8/50001.txt,AND IT S SO TRAGIC
4703,/home/devanshb_it_17/Downloads/trainval/GFXHYtY9ag8/50004.txt,THEY MAKE THEIR OWN
4704,/home/devanshb_it_17/Downloads/trainval/druJDI6hiiY/50010.txt,AND SO WE ARE COLLABORATING WITH A COMPANY IN SWEDEN CALLED H VDING
4705,/home/devanshb_it_17/Downloads/trainval/druJDI6hiiY/50009.txt,SO WHAT MIGHT BE HAPPENING THERE
4706,/home/devanshb_it_17/Downloads/trainval/druJDI6hiiY/50002.txt,PEOPLE HAVE TRIED OTHER APPROACHES WITH HELMETS
4707,/home/devanshb_it_17/Downloads/trainval/druJDI6hiiY/50006.txt,AND SO THAT DID SOMETHING FIRST THAT WAS A LITTLE COUNTERINTUITIVE
4708,/home/devanshb_it_17/Downloads/trainval/druJDI6hiiY/50015.txt,THERE IS HOPE
4709,/home/devanshb_it_17/Downloads/trainval/druJDI6hiiY/50014.txt,AND SO WHAT I'D LIKE TO DO AND I KNOW THAT THIS IS FOR SOME OF YOU OF MORE IMMEDIATE NATURE I'VE GOT A COUPLE YEARS
4710,/home/devanshb_it_17/Downloads/trainval/druJDI6hiiY/50012.txt,THEY'RE NOT REGULATED BY THE GOVERNMENT ANYWAY
4711,/home/devanshb_it_17/Downloads/trainval/druJDI6hiiY/50003.txt,MOST EXPERTS THINK THAT THAT'S THE CRITICAL FACTOR THAT MIGHT START TO TELL US WHAT IS HAPPENING IN CONCUSSION
4712,/home/devanshb_it_17/Downloads/trainval/druJDI6hiiY/50011.txt,THAT'S A REALITY
4713,/home/devanshb_it_17/Downloads/trainval/druJDI6hiiY/50001.txt,SO IT RIGIDLY COUPLES TO YOUR SKULL AND GIVES YOU THE MOST PRECISE POSSIBLE MEASUREMENT OF HOW THE SKULL MOVES
4714,/home/devanshb_it_17/Downloads/trainval/druJDI6hiiY/50008.txt,SO THIS LEFT RIGHT MOTION WAS SORT OF A WHIPLASH TYPE PHENOMENON
4715,/home/devanshb_it_17/Downloads/trainval/druJDI6hiiY/50007.txt,HIS HEAD DID NOT MOVE TO THE RIGHT
4716,/home/devanshb_it_17/Downloads/trainval/druJDI6hiiY/50013.txt,THEY HAVE AN INDUSTRY BODY WHICH IS THE WAY MOST INDUSTRIES WORK
4717,/home/devanshb_it_17/Downloads/trainval/6g3WUEgrvVA/50009.txt,IMAGINE YOU'RE WALKING DOWN THE STREET WITH YOUR FRIEND
4718,/home/devanshb_it_17/Downloads/trainval/6g3WUEgrvVA/50002.txt,AND THE HAM SANDWICH IS BEST EXPLAINED AS AS A STORY OR AN EXAMPLE
4719,/home/devanshb_it_17/Downloads/trainval/6g3WUEgrvVA/50006.txt,YOU DID THIS TRICK
4720,/home/devanshb_it_17/Downloads/trainval/6g3WUEgrvVA/50015.txt,AND THAT'S WHAT WE TRY TO DO WITH MAGIC
4721,/home/devanshb_it_17/Downloads/trainval/6g3WUEgrvVA/50014.txt,I GAVE YOU SOMETHING YOU NEEDED THAT YOU WANTED THAT YOU DIDN'T REALLY EVEN THINK WAS POSSIBLE
4722,/home/devanshb_it_17/Downloads/trainval/6g3WUEgrvVA/50012.txt,I SNAP MY FINGERS AND YOU REACH INSIDE YOUR POCKET
4723,/home/devanshb_it_17/Downloads/trainval/6g3WUEgrvVA/50005.txt,BECAUSE SO WHAT
4724,/home/devanshb_it_17/Downloads/trainval/6g3WUEgrvVA/50003.txt,IMAGINE YOU PULLED OUT THIS SANDWICH
4725,/home/devanshb_it_17/Downloads/trainval/6g3WUEgrvVA/50001.txt,SO IN MAGIC WE CALL THIS THE HAM SANDWICH
4726,/home/devanshb_it_17/Downloads/trainval/6g3WUEgrvVA/50008.txt,I'M GOING TO CHANGE THE SITUATION A LITTLE BIT
4727,/home/devanshb_it_17/Downloads/trainval/6g3WUEgrvVA/50007.txt,IT COULD BE THE MOST AMAZING THING EVER
4728,/home/devanshb_it_17/Downloads/trainval/6g3WUEgrvVA/50004.txt,WHY DO YOU FORGET
4729,/home/devanshb_it_17/Downloads/trainval/6g3WUEgrvVA/50013.txt,YOU GO HOME AND PUT IT ON INSTAGRAM TWITTER FACEBOOK
4730,/home/devanshb_it_17/Downloads/trainval/3dy4SGkSD8M/50002.txt,THEN CAME THE MOVIES
4731,/home/devanshb_it_17/Downloads/trainval/3dy4SGkSD8M/50003.txt,YOU START PEOPLE FOR THE AMERICAN WAY
4732,/home/devanshb_it_17/Downloads/trainval/3dy4SGkSD8M/50001.txt,YOU HAD NO TRAINING AS A WRITER FORMALLY BUT YOU HUSTLED YOUR WAY IN
4733,/home/devanshb_it_17/Downloads/trainval/KQbTvFHymLc/50002.txt,WOULD SHE QUIT AND JUST WALK OFF THAT DAMN STAGE
4734,/home/devanshb_it_17/Downloads/trainval/KQbTvFHymLc/50001.txt,DRAG QUEENS ARE AMAZING ROLE MODELS FOR HOW TO CREATE CONFIDENCE
4735,/home/devanshb_it_17/Downloads/trainval/STuCsRugKN0/50002.txt,PUTIN HAS GONE ON TO VOW THAT HE WILL PROTECT THE RIGHTS OF RUSSIAN SPEAKERS AROUND THE
4736,/home/devanshb_it_17/Downloads/trainval/STuCsRugKN0/50001.txt,LANGUAGE IS ONE OF THE MOST IMPORTANT TOOLS CREATED BY HUMAN BEINGS
4737,/home/devanshb_it_17/Downloads/trainval/dJEwC4wCM70/50002.txt,OVER TIME THEY'RE SUCCESSFUL BUT NOT REALLY AS MUCH AS THEY WANT TO BE
4738,/home/devanshb_it_17/Downloads/trainval/dJEwC4wCM70/50006.txt,WE NEED MANY MORE OF THEM IN THE HEALTHCARE SYSTEM IF WE'RE TRULY GOING TO HAVE IT BE EFFECTIVE TO MOVE FROM A SICKCARE SYSTEM TO A HEALTHCARE
4739,/home/devanshb_it_17/Downloads/trainval/dJEwC4wCM70/50005.txt,DOCTORS AND NURSES CAN GET BETTER AT ASKING ABOUT THE CONTEXT OF PATIENTS' LIVES NOT SIMPLY BECAUSE IT'S BETTER
4740,/home/devanshb_it_17/Downloads/trainval/dJEwC4wCM70/50003.txt,IT'S ONE TWO AND THREE
4741,/home/devanshb_it_17/Downloads/trainval/dJEwC4wCM70/50001.txt,DO YOU HAVE ROACHES IN YOUR HOME
4742,/home/devanshb_it_17/Downloads/trainval/dJEwC4wCM70/50004.txt,FOR INSTANCE THAT WOULD MEAN THAT WE NEED 25000 UPSTREAMISTS BY THE YEAR 2020
4743,/home/devanshb_it_17/Downloads/trainval/zcwySEjaQlc/50002.txt,INFORMATION IS UP ON THE SCREEN
4744,/home/devanshb_it_17/Downloads/trainval/zcwySEjaQlc/50006.txt,WE'VE SINCE GROWN THAT INITIATIVE AND WE'VE INCLUDED A HOTEL MANAGEMENT GROUP THAT HAS THREE HOTELS IN THE GREATER
